263|@jrieken just reinstall it ,still don't work. could only see the suggestions by ctrl+space|0
264|We should make the underlying command API/documented|0
265|:+1:|1
266|I've reinstalled it. The issue is still there.|0
267|All properties that don't have the `@readonly` tag can be set.|0
268|By @egamma in preview repo:  > This is intentional, we only enable eager 7x24 Intellisense when the suggestion are 'intelligent'. When you only get word based completions we do not enable 7x24.  Maybe that's issue?|0
269|@joaomoreno Looks like an installer issue and left-overs?|0
270|That isn't a finite list but depends on the installed extensions. Use `languages.getLanguages` (https://code.visualstudio.com/docs/extensionAPI/vscode-api#_languages) to get a list of all installed languages|0
271|when using the `import Thing from 'module'` pattern, export must be in this form `export default ThingScheme`  http://www.2ality.com/2014/09/es6-modules-final.html|0
272|:+1:|1
273|Correct, a recent version of nodejs is required.|0
274|Hi **@W4RH4WK**, I'm your friendly neighborhood Microsoft Pull Request Bot (You can call me MSBOT). Thanks for your contribution!     <span>         This seems like a small (but important) contribution, so no Contribution License Agreement is required at this point. Real humans will now evaluate your PR.     </span>  TTYL, MSBOT;|1
275|Will add a requirement to `package.json`|0
276|Yes, for languages like TypeScript and C# we have extensions that provide smart completions, for other we do a textual completion. Those we make show less aggressive|0,
277|"@Krzysztof-Cieslak It works fine in Typescript, so I assume it is related to that. Still: when pressing CTRL+Space I just get perpetual ""Loading..."" as well. (in javascript)"|0
278|@pheuter What does `dnvm list` print?|0
279|This is just awesome. :ok_hand: Thanks!|1
280|@bpasero TypeScript and .tsx files does not support find symbols and find references. Format code does not work for .html, .scss, .ts or .tsx. These are the only file types that I have tried.|0,
281|I can't confirm this issue, typing in visual-studio-code works without any noticeable delay on my Arch Linux machine:  ``` Version 0.10.1 Commit df352367df2efcfa9d602d471e4e2f42140a0f05 Date 2015-11-17T15:21:23.766Z Shell 0.34.1 Renderer 45.0.2454.85 Node 4.1.1 ```|1,
282|This might break things.|0
283|@jeffmcaffer do you have plan to release this change in few days? now I can't install extensions because of this problem.|0
284|@jrieken Please, could you provide solution to make vscode behave same way as previous version did? Quick suggestion really helps to save time.|0
285|Good point. You'll need node at least 0.12.|1
286|I'm running it in a LinuxMintDebianEdition (in a vm) and do not experience this issue, so it is not a generic Linux build issue.|0
287|Yeah, even in Typescript there seem to be a lot of inconsistencies.|0
288|@mattn Let's at least try.|1
289|I've tested it again on the same computer, but on a 15 inch screen and it works ok, without any lag when typing. Only when Visual Studio Code is on a 24 inch monitor the typing is lagging.|0,
290|Hi @mogemimi, thanks for the fix!|1
291|@mattn If you get a hold of a machine not behind a proxy, try this: 1. Install the extensions on that machine 2. Zip up `~/.vscode/extensions` 3. Extract it to `~/.vscode/extensions` on the machine behind the proxy 4. Launch Code|0
292|@joaomoreno thanks.|1
293|Project-wide type definition references are supported using tsconfig.json. See https://code.visualstudio.com/docs/languages/typescript for the difference between File scope and project scope.  Supporting download of d.ts files is on our list.|0
294|Duplicate of #167|0
295|This is a problem with the textmate grammar provided by the TypeScript team. Opened https://github.com/Microsoft/TypeScript-Sublime-Plugin/issues/399|0
296|@jrieken Same issue here. IntelliSense is working fine for JS but not showing any suggestions for C# file.|0
297|"I'm assuming that the 15"" screen is the display of your laptop and the 24"" model should be an external monitor, so which connection do you use for the external one (VGA,HMDI, DVI, DisplayPort)? Can you cross check if this problem persists with any other browser-based editor, g.e. [Atom](https://github.com/atom/atom/releases) or [Brackets](https://github.com/adobe/brackets/releases)."|0,
298|:+1:|1
299|No idea. Squirrel should do a nice clean update. Is there someone else that still has the broken copy so we run a diff over it?|0300|@khagesh .scss has no formatting support. I just tried HTML, TS ans TSX, all seem to work. - put some unnessary indent in a file - put the cursor in the file, or select the range to be formatted - call format from the context menu   Does your code have syntax errors that might prevent the formatter from parsing the file?|0
