233|"InputBox and Info|Warning|0
234|Open a folder via navigation bar doesn't work in 0.10.0|0
236|[network] after adding a folder mapped to a SharePoint library, Code editor doesn't work (at all)|-1
237|Is CSP enabled in @code?|0
240|No intellisense on Linux for ASP .NET 5 coreclr x64 1.0.0.-rc1-final|0
241|Windows: Jump list misses files and folders in the recent category when opened|0
245|Setup Travis CI|0
246|"support for ""complex"" data types in C"|0
248|JavaScript syntax highlighting detects wrong string start in regex|0
250|[scss] IntelliSense Suggestions After Semicolon|0
251|Cannot validate the php file.|0
253|option to not render lines in Debug Console|0
256|How to debug Meteor app?|0
257|[javascript] TextMate themes don't seem to apply to all keywords|0
259|Shortcut `use regular expression` mode in Find|0
260|Copyright scripts need love :heart:|1
262|Support Custom User Agent String in http.proxy|0
265|Ctrl-Shift-Tab File Switching Querk|0
266|Application freezes after pasting information|0
267|User snippets not working for installed PowerShell extension|0
271|xml formatting no longer an option|0
276|Add more extensions to built-in PowerShell support|0
281|Git remote options (push, pull & sync) are disabled|0
282|Where is Electron?|0
287|Editor no longer closes quotes for PHP|0
295|For large git repositories the git integration button shows a visually distracting clock periodically|0
298|Object methods are missing IntelliSense|0
299|[Handlebars] No understanding of open Handlebars tags|0
300|Vim control mode|0
302|"[Handlebars/HTMLBars/Ember] For block components `as` and `|` are not parameters"|0
303|High DPI scaling for UI or settings for UI addition|0
306|Debugger is not working|0
307|Text selection cursor is visible when mousing over the git icon in the status bar|0
308|Use default cursor for .git-statusbar-item|0
309|Proposal: Add support for bash/sh file type|0
311|target not support ES7 in jsconfig.json file|0
312|Find and replace with regex on does not allow replacing with \n|0
313|Find does not match multi-line regex strings|0
314|Enable regex's ^, $ and ^$ to be matched in file dialog|0
316|Fix CSS frequency capitalization|0
319|Error installing extensions|0
325|Extension Cannot be installed|0
328|Feature: allow editing the taskSampleConfig file|0
329|Portable version!|1
333|Make sure not each provider registers a support|0
335|Slow startup / crashes - unusable|0
340|Browse the Gallery command windows always disappear when clicked somewhere else|0
341|Use auth tokens for downloading omnisharp builds from GitHub|0
343|Running from source, missing dependency 'run-in-terminal'|0
345|Editing a simple C# program always shows errors (despite compiling fine)|0
347|Support workspace extensions|0
348|Wrong indentation of block comments.|-1
349|TypeScript syntax highlighting wrong after decorator|0
350|Should collapse xml elements|0
351|move pulling omnisharp into another script so that it doesn't run whe…|0
352|"'No best common type exists among return expressions.' in function that returns either ""new Promise"" or ""Promise.reject"""|0
354|Error from the plugin host: write EPIPE|0
355|Linux: WatcherService consumes 100% cpu on large folder|0
356|Flicker when use Chinese IME for the first character|0
357|wiki: npm global install requires sudo on *nix|0
361|Facing problem writing definitely typed file.|0
364|Extension process makes Macbook Air fan goes crazy!|-1
365|Allow developers create custom main menu items from extensions.|0
367|Allow detachable multiple windows on the same workspace|0
373|Expose FILE_SAVING event to extensions|0
375|[html] intellisense should be more context aware|0
376|Git current branch status indicator show hash instead of name|0
377|OutputChannel.hide throws error|0
379|Error when trying to save to root of drive|0
380|Markdown preview does not handle links with parentheses|0
384|Feature request: in the file open shortcut, support substring searching|0
385|Do not mkdir if saving to drive root (fixes #379)|0
387|git doesn't work on windows/mingw64|0
391|Open in terminal should open new terminal window|0
393|Auto Intelisense for C#|0
394|VScode is no longer responding|0
395|Omnisharp times out when getting started|0
397|Feature Request: add a Structure Inspector for TS, JS|0
398|Noupdate|0
401|[Marketplace] Set background color the same as gallery banner|0
402|Linux block select|0
403|Function calls not highlighted in JS|0
404|Breaks with xml file bigger than 55MB|-1
405|syntax highlighting for c++: 'value' keyword removed.|0
406|Keyboard shortcuts for Find & Replace In-View Options|0
408|This can only be used in ts files|0
414|Wiki Documentation Issue|0
416|redirecting test results output to file instead of debug console|0
417|Incorrect licence listed on the website|0
425|.editorconfig added|0
428|IntelliSense descriptions cutoff in Visual Studio Code for Mac|0
429|Unable to zoom out past default zoom level.|0
430|Delete files not using|0
431|Renaming identifiers should save on other files|0
434|"Keyboard shortcut to focus the ""Working Files"" section of the sidebar."|0
439|fold functions and code|0
440|Allow to pick working files via quick open|0
441|Open next file when you close one file|0
442|Find and replace all open/pinned files in current session|0
450|Unable to save file without extension|0
451|"Problem matcher severity handles ""Note"" and ""Hint"" as errors"|0
455|OSS Build - Failed to tokenize input error with certain languages|0
456|Php autocomplete issue|0
458|Support user stylesheet(s) and user script(s)|0
460|Update HTML highlighting & IntelliSense|0
465|Trim trailing whitespaces on line with cursor when explicitly saving|0
467|Replace does not work on mac|0
468|VsCode keeps freezing|0
469|"""dnu restore"" tries to use ASP.NET beta3?"|0
470|VSCode/OmniSharp looking for DNX runtime in wrong directory|0
472|Add Edge to list of browsers|0
474|mkdirp: don't try to create fs roots|0
478|Cannot install extension behind NTLM proxy (Windows)|0
479|add cusor bug: ctrl+alt+up/down conflict with windows shortcut.|0
480|File watcher fails with chinese characters in path|0
481|Run tests in Electron|0
483|Run tests in Electron|0
485|Source map debugging not working for built in extensions|0
486|[bat] Batch File Syntax highlighting not working on variables or comments.|0
490|"Resizable ""Opened Editors"""|0
493|Color Theme completely changed|0
495|Find widget only highlights the first 19999/20000 matches|0
496|Crash every few minutes|0
497|Change the editor fallback defaults to insertSpaces: true, tabSize: 4|0
499|Adding option to configure cursor blinking|0
